current_x,current_y,current_z,goal_x,goal_y,goal_z,nearest_obstacle_distance,target_dx,target_dy,target_dz
1.2758841539184633,0.4464079037747899,-1.3669326000517756,4.6,1.6,-1.0,0.4173797099862312,0.9396323064995672,0.32608743266680273,0.10372133261329067
0.14461580997645662,0.9929044959626878,-1.3075406222262695,4.6,1.6,-1.0,1.2754003744222056,0.9885343623341522,0.13469876925614443,0.06823529911630075
3.351859693666677,0.312006150653948,-1.284668604490197,4.6,1.6,-1.0,0.22377902894023427,0.6873058286360436,0.7092517366925785,0.15675672847276068
4.289880601011817,0.9678445305418844,-0.5404427162445582,4.6,1.6,-1.0,0.39325443207854616,0.3688273118528186,0.7518272098875642,-0.546554901637616
4.162695408749807,0.7963010411725757,-0.2055825865861931,4.6,1.6,-1.0,0.44427295306401304,0.3608956225682464,0.6632709601201718,-0.6556111523398174
1.9104654169498332,0.19972230028392302,-0.9416868176305923,4.6,1.6,-1.0,0.5474902346219698,0.8868205695501512,0.4617137385094648,-0.019227612809675266
2.3076904197722015,0.3082146548872162,-1.2602179764403747,4.6,1.6,-1.0,0.49547992527802587,0.8669625273794456,0.4885594412249568,0.09841569239609135
1.0308241205434214,1.8869496535170411,-0.8392261065095075,4.6,1.6,-1.0,0.8310697752708804,0.995780518718615,-0.08005738144482555,-0.04485503557777859
3.0230735145242296,1.6481672863922128,-0.7636648862857144,4.6,1.6,-1.0,0.5555990227244064,0.988504196219934,-0.03019390260596974,-0.1481478393396394
3.973065381353132,0.9334666835831573,-0.6443638150740689,4.6,1.6,-1.0,0.23759919769811,0.6386028750594337,0.6789385679568767,-0.36225514338169285
3.0558450539314523,1.2317162703354627,-1.3341002577665102,4.6,1.6,-1.0,0.23464087216379348,0.9518645004447881,0.22702139396800958,0.20594965276449456
2.4278424692639744,1.7776696321885261,-0.38365057125745383,4.6,1.6,-1.0,0.7851407028616064,0.9590570154912347,-0.07844518861042991,-0.27213230866789734
4.152533443506764,0.30522572602972486,-1.0701955667148937,4.6,1.6,-1.0,0.8901350093523279,0.3262102506277968,0.9439110795862392,0.05117368679009165
0.8564155507360116,0.9430150075024297,-0.30358117988247857,4.6,1.6,-1.0,0.5655069558613782,0.9688184844743316,0.17002400062833253,-0.18022925220728228
0.5531728744016756,0.6337490646154813,-0.38132823622424117,4.6,1.6,-1.0,0.9238904450481153,0.9620804567367661,0.22971357865938544,-0.14708115632083504
1.3131230639261076,0.9637397681980595,-0.719535501940435,4.6,1.6,-1.0,0.10857247467654357,0.9783477923154684,0.18938457545815543,-0.0834810149074814
1.8533871189996631,1.4327217436461068,-1.1518247882560795,4.6,1.6,-1.0,0.1791031645492588,0.996634669609253,0.060698510120346987,0.05509107189032877
1.3980289636859378,0.1886216915485308,-0.37347290866254435,4.6,1.6,-1.0,0.5857489625741149,0.9007265029016366,0.39702602978761875,-0.1762444286826363
2.501116768427234,0.31190121705412444,-1.0005795631737922,4.6,1.6,-1.0,0.3320641929966891,0.8522959659620739,0.5230597776717557,0.00023534389508323773
3.2900425080111058,1.1271697796596731,-0.27261425611013745,4.6,1.6,-1.0,0.21633194469049266,0.8337343607164226,0.3009370944429012,-0.4629512727588535
4.475976878393871,0.610931654642481,-1.3991352808159034,4.6,1.6,-1.0,0.7790253094936499,0.11550426088378275,0.9211315334964175,0.3717196036211022
3.7360975340607587,0.608833437421993,-0.5593441024093615,4.6,1.6,-1.0,0.44172159317537696,0.6229949544739113,0.7147702337647656,-0.3177747624087093
2.1074767884063506,1.5030006907130486,-0.9632725847359795,4.6,1.6,-1.0,0.3673384184086078,0.9991353303184787,0.03888246114390947,-0.014722293461852595
2.82095062477437,0.28206791947412624,-1.0922530425786752,4.6,1.6,-1.0,0.1546712028503387,0.8028351339907065,0.5947458194213683,0.041631213181088804
2.210814562417248,1.5188126661585977,-1.1169747126266658,4.6,1.6,-1.0,0.4480783609915331,0.9982288118277085,0.03392099019235531,0.04887336351645576
0.006574345555574457,0.9436118038787566,-0.9506792242146963,4.6,1.6,-1.0,1.414364209900675,0.9898880072751385,0.14145233913358454,-0.010628678492301232
1.060621630636005,1.3551167765541177,-0.5859311036599324,4.6,1.6,-1.0,0.451377210610741,0.990889301921389,0.06855784858518901,-0.11592330540108302
1.9633132394475554,0.8634104483954714,-0.5013901625389632,4.6,1.6,-1.0,0.016632040878749033,0.9475359400129697,0.2647053429422515,-0.17918349198953334
0.09984249240645449,1.7074601962634832,-1.2775268065931806,4.6,1.6,-1.0,1.4695725130457307,0.9978204152333371,-0.023827161043975018,0.061536049110706176
2.9627279534874162,1.904594436059775,-0.3338971411934797,4.6,1.6,-1.0,0.7175684245994509,0.9128228547157851,-0.1698195258673474,-0.3713701179991655
3.184122651129719,1.030101774481143,-1.0755663629742935,4.6,1.6,-1.0,0.07797927479510769,0.9265381810885359,0.37293658642052563,0.04944998982965765
3.807671479506134,0.7263094261814045,-1.1157427970076983,4.6,1.6,-1.0,0.41373425091043237,0.6685623693978594,0.7372152144525232,0.09766312407884771
2.388033357114691,0.2547603977761561,-0.39264316368499275,4.6,1.6,-1.0,0.45679685212926346,0.8318163596888406,0.5058811860614129,-0.22839826913333594
0.9291568887847079,1.415475335544552,-0.9158542778760084,4.6,1.6,-1.0,0.5956819380082754,0.9984773407572787,0.05019111160231747,-0.02288782013204827
1.657815889640073,1.3427749283375354,-1.3135070920719896,4.6,1.6,-1.0,0.06536089915284421,0.9906344494624,0.08660777425757345,0.10555795079706967
1.2233865579986236,0.6177811955498604,-0.4416739040214288,4.6,1.6,-1.0,0.33094319504491854,0.9483223122305724,0.275856275452251,-0.15680595466777492
3.1756175650052203,1.695786054302901,-1.2829875080366147,4.6,1.6,-1.0,0.4309000036547177,0.9787034099590494,-0.06581528644946782,0.1944427509682565
0.8004335118695155,1.5089900446500626,-1.1165694920012468,4.6,1.6,-1.0,0.7535815072456966,0.9992433717320576,0.023934597520308604,0.030656468992527542
0.0804079506019556,1.4361802456699062,-0.5785919528037211,4.6,1.6,-1.0,1.3972989039482546,0.9950334636916114,0.03606655994403137,-0.09277720295243887
0.30224415279635874,0.9274434150454014,-1.1867308037532558,4.6,1.6,-1.0,1.1196377625701024,0.987066826293278,0.15446626504986882,0.0428865176117078
2.1821905204752334,0.6404133739441138,-0.21285512560675435,4.6,1.6,-1.0,0.3215066414217155,0.8896339774990182,0.35308028780694367,-0.28963027542272285
